date,day_depth,night_depth,growth,mass,length,egestion,excretion,consumption,p,day_temperature,night_temperature,day_P,night_P,site
2016-04-01,2.005,2.005,0.018254416915310212,0.3182544169153102,34.855326012229206,0.3122360785748865,0.028530817455993736,0.7033248724029735,3.6089288837206475,10.46171815,10.46171815,1.2553446247921256,2.353584258928522,lookout point
2016-04-02,2.005,2.005,0.018782638673456475,0.3370370555887667,35.490021530703736,0.2766020629787382,0.028408238211295123,0.6586815404940556,3.4382609217552655,10.46171815,10.46171815,1.1833406464170284,2.254920275338237,lookout point
2016-04-03,2.005,2.005,0.01916798063321351,0.3562050362219802,36.1132174828575,0.24651914962337487,0.02813510241262221,0.6180931363638664,3.2804934359662576,10.46171815,10.46171815,1.1173946045183456,2.163098831447912,lookout point
2016-04-04,2.005,2.005,0.019433152316857383,0.37563818853883757,36.721996058501645,0.22109646759567966,0.027752042493561748,0.5813447581816502,3.1353355063387225,10.46171815,10.46171815,1.0572657574749886,2.078069748863734,lookout point
2016-04-05,2.005,2.005,0.01959877201538851,0.3952369605542261,37.31447872467962,0.19954614943438406,0.027292517612329238,0.5481404869253702,3.002130229165968,10.46171815,10.46171815,1.00256949087779,1.9995607382881784,lookout point
2016-04-06,2.005,2.005,0.019682741800784553,0.41491970235501063,37.88956840766488,0.18119815493799357,0.02678296330749228,0.5181526345742747,2.8800287162445217,10.46171815,10.46171815,0.9528546796573395,1.9271740365871823,lookout point
2016-04-07,2.005,2.005,0.019700184944521026,0.43461988729953166,38.44673973395909,0.16549564319976287,0.026243641006933466,0.4910524450197842,2.7681067290819787,10.46171815,10.46171815,0.9076536623835978,1.860453066698381,lookout point
2016-04-08,2.005,2.005,0.01966366376700507,0.45428355106653673,38.98587581003475,0.15198187872928254,0.02568971159908886,0.4665275708919317,2.6654376996275575,10.46171815,10.46171815,0.8665120912382224,1.7989256083893352,lookout point
2016-04-09,2.005,2.005,0.01958350887889998,0.4738670599454367,39.507144866988895,0.1402847350944337,0.02513228410493567,0.44429082557306626,2.5711351842438033,10.46171815,10.46171815,0.8290051148747808,1.7421300693690227,lookout point
2016-04-10,2.005,2.005,0.01946816837931964,0.49333522832475635,40.01090888595912,0.13010176685581135,0.024579331671600167,0.42408352435548435,2.484375088531959,10.46171815,10.46171815,0.7947448119331222,1.689630276598837,lookout point
2016-04-11,2.005,2.005,0.019324532993267585,0.5126597613180239,40.497656899578686,0.12118707481982396,0.024036444385479153,0.40567566725632714,2.4044051197693634,10.46171815,10.46171815,0.7633823125027763,1.6410228072665871,lookout point
2016-04-12,2.005011375139275,2.005,0.019158219876498572,0.5318179811945225,40.96795687734816,0.11334028871695782,0.023507424771887643,0.3888644091715276,2.330546541773167,10.461717284388756,10.46171815,0.7346068793646068,1.5959396624085602,lookout point
2016-04-13,2.0050241990882887,2.005,0.018973810902300214,0.5507917920968227,41.42242137451261,0.10639757331731282,0.02299475185246299,0.37347172725361943,2.2621915473332233,10.461716308527786,10.46171815,0.7081433888183782,1.5540481585148451,lookout point
2016-04-14,2.0050384354194026,2.005,0.018775049400819754,0.5695668414976425,41.86168328913523,0.10022439744755957,0.022499930284918798,0.35934177782287563,2.198798346181492,10.461715225189113,10.46171815,0.6837490914741795,1.5150492547073124,lookout point
2016-04-15,2.0050540481658317,2.005,0.018564999754080325,0.5881318412517228,42.28637897112328,0.09470977022997307,0.022023756326970928,0.34633827280699553,2.139885250822506,10.461714037109695,10.46171815,0.6612101688493334,1.4786750819731727,lookout point
2016-04-16,2.005071002283275,2.005,0.01834617625105517,0.606478017502778,42.69713665638473,0.08976166431774396,0.021566516299337403,0.3343420133046126,2.085024521654258,10.46171274695629,10.46171815,0.640338374872055,1.4446861467822028,lookout point
2016-04-17,2.0050892654938854,2.005,0.018120646691397457,0.6245986641941754,43.09456873900228,0.0853033853171725,0.02112813432369261,0.32324865392054636,2.03383639918835,10.461711357185134,10.46171815,0.6209679107386817,1.4128684884496683,lookout point
2016-04-18,2.0051088050588515,2.005,0.017890115579490384,0.6424887797736658,43.4792667967228,0.08127068891498228,0.020708281812831714,0.31296671992589914,1.9859835462836855,10.46170987028755,10.46171815,0.6029525982472468,1.3830309480364387,lookout point
2016-04-19,2.0051295905448505,2.005,0.017655990963362456,0.6601447707370283,43.85179858120392,0.07760948638824709,0.0203064582825081,0.30341587288180627,1.9411659992809274,10.461708288579409,10.46171815,0.5861633685965792,1.3550026306843481,lookout point
2016-04-20,2.0051515924408223,2.005,0.017419438206185967,0.6775642089432142,44.212706400528674,0.07427401251082659,0.019922050739217594,0.29452540702021607,1.899116654178092,10.461706614306411,10.46171815,0.5704860571979891,1.3286305969801029,lookout point
